i,a,b,title,type,year,final,motivo,evidencia,flags
4115,Avicii,Vargas & Lagola,Heart Upon My Sleeve,song,2018,SUSPEITA,'Heart Upon My Sleeve' é com Imagine Dragons; pareamento incerto,,
4117,Avicii,Vargas & Lagola,Tough Love,song,2019,SUSPEITA,'Tough Love' creditado a Agnes; possível duplicata de 4116,,
4118,Zucchero,Andrea Bocelli,Rabbia e tarantella,song,1997,SUSPEITA,"Zucchero e Bocelli colaboraram, 'Rabbia e tarantella' incerto",,
4119,Elisa,Zucchero,Ogni Volta,song,2010,SUSPEITA,"Elisa e Zucchero plausível, 'Ogni Volta' incerto",,
4120,Galantis,mr_traumatik,You,song,2017,SUSPEITA,colaboração não confirmada de memória,,
4121,Galantis,Hook N Sling,Rich Boy,song,2014,SUSPEITA,Galantis x Hook N Sling é 'Love On Me'; 'Rich Boy' incerto,,
4123,Robin Schulz,richard_judge,It Gets Better,song,2015,SUSPEITA,colaboração não confirmada de memória,,
4124,Robin Schulz,James Blunt,Waterfall,song,2019,SUSPEITA,Robin Schulz x James Blunt é 'OK'; 'Waterfall' incerto,,
4125,Capital Bra,Loredana,Titeln,song,2019,SUSPEITA,"Capital Bra e Loredana colaboraram, 'Titeln' incerto",,
4126,Capital Bra,Mozzik,Mega,song,2020,SUSPEITA,colaboração não confirmada de memória,,
4127,Capital Bra,Azet,Mega,song,2020,SUSPEITA,"Capital Bra e Azet colaboraram, 'Mega' incerto; possível dup de 4126",,
4128,Ufo361,Nimo,Chicago,song,2020,SUSPEITA,"Ufo361 e Nimo plausível, 'Chicago' incerto",,
4129,Ufo361,Capital Bra,Ran an die Tapes,song,2022,SUSPEITA,Ufo361 x Capital Bra não confirmo título,,
4130,RAF Camora,Bonez MC,Palmen und Pool,song,2017,SUSPEITA,RAF Camora & Bonez MC famosos; 'Palmen und Pool' incerto,,
4131,RAF Camora,Luciano,Palmen und Pool,song,2017,SUSPEITA,RAF Camora x Luciano pareamento/título incerto,,
4132,Samra,Loredana,Sternenhimmel,song,2020,SUSPEITA,"Samra e Loredana plausível, 'Sternenhimmel' incerto",,
4133,Shirin David,Apache 207,Nenn mir einen Grund,song,2021,SUSPEITA,Shirin David x Apache 207 não confirmo título,,
4134,Luciano,Kollegah,In meinem Benz,song,2019,SUSPEITA,Luciano e Kollegah pareamento incerto,,
4135,Kontra K,Summer Cem,Nein,song,2015,SUSPEITA,"Kontra K e Summer Cem colaboraram, 'Nein' incerto",,
4136,Summer Cem,Bonez MC,Urlaub ums Eck,song,2017,SUSPEITA,"Summer Cem & Bonez MC plausível, não confirmo",,
4137,Robin Schulz,o_t_genasis,Million Voices,song,2016,SUSPEITA,'Million Voices' é de Otto Knows; pareamento incerto,,
4138,Felix Jaehn,mike_williams,Unprotected,song,2020,SUSPEITA,colaboração não confirmada de memória,,
4139,Felix Jaehn,norma_jean_martine,Unprotected,song,2020,SUSPEITA,colaboração não confirmada de memória,,
4140,Felix Jaehn,Calum Scott,Tied to a Star,song,2022,SUSPEITA,colaboração não confirmada de memória,,
4142,Alle Farben,rhodes_uk,You Should Be Here,song,2017,SUSPEITA,"artista b genérico, não confirmo de memória",,
4143,Alle Farben,Nico Santos,Radio Killer,song,2020,SUSPEITA,não recordo essa parceria específica,,
4144,Lukas Graham,G-Eazy,Share That Love,song,2019,SUSPEITA,não confirmo de memória,,
4145,Kygo,OneRepublic,Stranger,song,2019,SUSPEITA,"flag near_dup, possível duplicata",,near_dup_pair5570
4146,Kygo,Zara Larsson,Dancing Feet,song,2018,SUSPEITA,ano/título não batem com certeza,,
4148,Lost Frequencies,callum,Feed the Fire,song,2020,SUSPEITA,"artista b genérico, não confirmo",,
4150,Lost Frequencies,netsky,Here with You,song,2019,SUSPEITA,não confirmo de memória,,
4154,Meduza,Goodboys,Deep End,song,2020,SUSPEITA,"Goodboys ligado a 'Lose Control', não 'Deep End'",,
4156,Meduza,Digital Farm Animals,Love Me Now,song,2021,SUSPEITA,não confirmo essa parceria,,
4157,Meduza,fast_boy,Love Me Now,song,2021,SUSPEITA,"artista b genérico, não confirmo",,
4158,Meduza,Hozier,Don't Wait,song,2022,SUSPEITA,não recordo 'Don't Wait' Meduza x Hozier,,
4159,Dua Lipa,Martin Garrix,Body Language,song,2019,SUSPEITA,não confirmo Dua Lipa x Garrix 'Body Language',,
4160,Kungs,cole_o_dea,Good Times,song,2015,SUSPEITA,"artista b genérico, não confirmo",,
4162,Kungs,Stargate,Be Right Here,song,2017,SUSPEITA,não confirmo Kungs x Stargate,,
4163,Ofenbach,dawn_golden,WTF You Is?,song,2016,SUSPEITA,"título incerto, não confirmo",,
4164,Ofenbach,quarterhead,Rock It,song,2021,SUSPEITA,"artista b genérico, não confirmo",,
4165,Ofenbach,lagique,Wasted Love,song,2021,SUSPEITA,não confirmo de memória,,
4166,Alan Walker,mna,Riding Alone,song,2021,SUSPEITA,"artista b genérico, não confirmo",,
4168,Alan Walker,julie_bergan,Ignite,song,2018,SUSPEITA,"'Ignite' associada a Julie Bergan/Seungri, incerto",,
4169,Alan Walker,dnce,Baby Don't Go,song,2020,SUSPEITA,não confirmo Alan Walker x DNCE,,
4170,Sigrid,d_block_s_te_fan,Need You Now,song,2020,SUSPEITA,"artista b genérico, não confirmo",,
4173,Leony,Felix Jaehn,Kiss Me Again,song,2022,SUSPEITA,não confirmo de memória,,
4175,Topic,Leony,Remedy,song,2022,SUSPEITA,não confirmo Topic x Leony 'Remedy',,
4178,A.R. Rahman,Hariharan,Jai Ho,song,2009,SUSPEITA,Hariharan em 'Jai Ho' não confirmo,,
4179,A.R. Rahman,S. P. Balasubrahmanyam,Roja Jaaneman,song,1992,SUSPEITA,"SPB em 'Roja' filme tamil, vocal incerto",,
4180,A.R. Rahman,Kavita Krishnamurthy,Dil Se Re,song,1998,SUSPEITA,'Dil Se Re' creditado a outros vocais,,
4183,A.R. Rahman,Daler Mehndi,Rang De Basanti,song,2006,SUSPEITA,Daler Mehndi em 'Rang De Basanti' título incerto,,
4184,A.R. Rahman,naresh_iyer,Rang De Basanti,song,2006,SUSPEITA,artista b incerto,,
4187,A.R. Rahman,Sonu Nigam,Aaj Ki Raat,song,1997,SUSPEITA,"'Aaj Ki Raat' (Don) é de 2006, ano incerto",,
4188,A.R. Rahman,Alka Yagnik,Aaj Ki Raat,song,1997,SUSPEITA,Alka Yagnik/ano incerto,,
4190,A.R. Rahman,Jonita Gandhi,Dil Bechara Title Track,song,2020,SUSPEITA,Jonita Gandhi nessa faixa incerto,,
4191,Jubin Nautiyal,Vishal Mishra,Humnava Mere,song,2018,SUSPEITA,"'Humnava Mere' creditado a Jubin Nautiyal, b incerto",,
4192,A.R. Rahman,Harshdeep Kaur,Leke Pehla Pehla Pyar,song,2012,SUSPEITA,"'Leke Pehla Pehla Pyar' clássico antigo, atribuição incerta",,
4195,A.R. Rahman,Shankar Mahadevan,Dildaara,song,2011,SUSPEITA,'Dildaara' (Ra.One) vocal incerto,,
4196,A.R. Rahman,Sonu Nigam,Dildaara,song,2011,SUSPEITA,Sonu Nigam em 'Dildaara' incerto,,
4198,A.R. Rahman,Mick Jagger,Infinite Dreamer,song,2014,SUSPEITA,'Infinite Dreamer' não recordo com certeza,,
4199,A.R. Rahman,Shankar Mahadevan,Vande Mataram,song,1997,SUSPEITA,'Vande Mataram' atribuição de vocal incerta,,
4200,A.R. Rahman,s_p_b_junior,Urvasi Urvasi,song,1994,SUSPEITA,"artista b genérico, não confirmo",,
4201,A.R. Rahman,K.S. Chithra,Urvasi Urvasi,song,1994,SUSPEITA,'Urvasi' vocal Chithra incerto,,
4203,A.R. Rahman,K.S. Chithra,Enna Solla Pogirai,song,1997,SUSPEITA,Chithra nessa faixa/ano incerto,,
4209,Arijit Singh,Pritam,Tum Se Hi,song,2012,SUSPEITA,"'Tum Se Hi' é do Mohit Chauhan, não Arijit",,
4212,Arijit Singh,Pritam,Bulleya,song,2016,SUSPEITA,'Bulleya' (Sultan/ADHM) vocal Arijit incerto,,
4215,Arijit Singh,Alka Yagnik,Agar Tum Saath Ho,song,2015,SUSPEITA,"'Agar Tum Saath Ho' é dueto Arijit x Alka, plausível mas incerto",,
4218,B Praak,akshay_kumar,Filhaal,song,2019,SUSPEITA,Akshay Kumar como artista b incerto,,
4219,B Praak,akshay_kumar,Filhaal 2 Mohabbat,song,2021,SUSPEITA,Akshay Kumar como artista b incerto,,
4220,B Praak,Jaani,Dard,song,2020,SUSPEITA,'Dard' B Praak x Jaani não confirmo com certeza,,
4222,Arijit Singh,B Praak,Pachtaoge,song,2019,SUSPEITA,'Pachtaoge' versão Arijit; B Praak fez outra versão,,
4223,Ammy Virk,B Praak,Qismat,song,2018,SUSPEITA,"flag near_dup, possível duplicata",,near_dup_pair4225
4224,Ammy Virk,Jaani,Qismat,song,2018,SUSPEITA,"flag near_dup, possível duplicata",,near_dup_pair4226
4225,Ammy Virk,B Praak,Qismat 2,song,2021,SUSPEITA,'Qismat 2' atribuição vocal/compositor incerta,,
4226,Ammy Virk,Jaani,Qismat 2,song,2021,SUSPEITA,Jaani como artista b incerto,,
4232,AP Dhillon,gurinder_gill,Dil Nu,song,2021,SUSPEITA,título plausível mas não confirmo essa faixa específica,,
4236,AP Dhillon,gurinder_gill,One Step Away,song,2023,SUSPEITA,título plausível mas não confirmo essa faixa,,
4237,Diljit Dosanjh,Neha Kakkar,Lado Rani,song,2020,SUSPEITA,par plausível mas não recordo 'Lado Rani' deles,,
4238,Diljit Dosanjh,Gurdas Maan,Paigam,song,2020,SUSPEITA,Diljit e Gurdas Maan plausíveis mas não confirmo 'Paigam',,
4239,Diljit Dosanjh,Gurdas Maan,Peed,song,2021,SUSPEITA,não confirmo 'Peed' entre eles,,
4240,Diljit Dosanjh,Amit Trivedi,Ikk Kudi,song,2016,SUSPEITA,'Ikk Kudi' é de Udta Punjab; autoria/par incerto,,
4241,Diljit Dosanjh,Shreya Ghoshal,Ikk Kudi,song,2016,SUSPEITA,'Ikk Kudi' versão Shreya existe mas par incerto,,
4243,Diljit Dosanjh,Karan Aujla,High End,song,2018,SUSPEITA,Diljit e Karan Aujla plausível mas não confirmo 'High End' 2018,,
4248,Guru Randhawa,Neha Kakkar,Naah,song,2017,SUSPEITA,'Naah' é de Guru Randhawa mas crédito Neha Kakkar incerto,,
4249,Guru Randhawa,payal_dev,Batti Gul,song,2019,SUSPEITA,não confirmo 'Batti Gul' com Payal Dev,,
4251,Shankar-Ehsaan-Loy,neha_dhupia,London Thumakda,song,2014,SUSPEITA,'London Thumakda' é de Queen; crédito neha_dhupia incerto,,
4252,Shankar-Ehsaan-Loy,Labh Janjua,London Thumakda,song,2014,SUSPEITA,'London Thumakda' com Labh Janjua plausível mas não confirmo o par,,
4253,Vishal Dadlani,neha_bhasin,Swag Se Swagat,song,2017,SUSPEITA,'Swag Se Swagat' crédito Neha Bhasin incerto,,
4254,Vishal Dadlani,Vishal-Shekhar,Swag Se Swagat,song,2017,SUSPEITA,"Vishal Dadlani x Vishal-Shekhar na mesma faixa, autoria incerta",,
4255,Vishal-Shekhar,Mohit Chauhan,Character Dheela,song,2011,SUSPEITA,'Character Dheela' de Ready; crédito Mohit Chauhan incerto,,
4256,Vishal-Shekhar,Sonu Nigam,Character Dheela,song,2011,SUSPEITA,'Character Dheela' com Sonu Nigam incerto,,
4257,Vishal-Shekhar,Shalmali Kholgade,Badtameez Dil,song,2013,SUSPEITA,"'Badtameez Dil' com Shalmali incerto, voz é Benny Dayal",,
4259,Vishal-Shekhar,Vishal Dadlani,Balam Pichkari,song,2013,SUSPEITA,"voz de 'Balam Pichkari' é Vishal Dadlani, par com Vishal-Shekhar redundante",,
4264,Vishal-Shekhar,fazilpuria,Kar Gayi Chull,song,2016,SUSPEITA,crédito Fazilpuria em 'Kar Gayi Chull' incerto,,
4265,Nucleya,raghu_dixit,Dingdong,song,2016,SUSPEITA,não confirmo 'Dingdong' Nucleya com Raghu Dixit,,
4266,Nucleya,hari_and_sukhmani,Bass Rani,song,2016,SUSPEITA,'Bass Rani' é álbum do Nucleya; par específico incerto,,
4267,Nucleya,Ritviz,Jungle Raja,song,2016,SUSPEITA,não confirmo 'Jungle Raja' Nucleya x Ritviz,,
4268,Ritviz,Nucleya,Aaja,song,2018,SUSPEITA,'Aaja' é do Ritviz; colaboração com Nucleya incerta,,
4269,Ritviz,When Chai Met Toast,Tu Mila Toh Haina,song,2019,SUSPEITA,não confirmo essa faixa Ritviz com When Chai Met Toast,,
4271,Atif Aslam,Vishal-Shekhar,Doori,song,2009,SUSPEITA,'Doori' de Atif plausível mas crédito Vishal-Shekhar incerto,,
4272,Rahat Fateh Ali Khan,Shreya Ghoshal,Teri Ore,song,2008,SUSPEITA,'Teri Ore' é de Salim-Sulaiman não Pritam; par incerto,,
4274,Rahat Fateh Ali Khan,Kailash Kher,Saiyaan,song,2005,SUSPEITA,não confirmo 'Saiyaan' entre Rahat e Kailash Kher,,
4275,Rahat Fateh Ali Khan,Vishal-Shekhar,Saiyaan,song,2005,SUSPEITA,crédito Vishal-Shekhar em 'Saiyaan' incerto,,
4276,A.R. Rahman,Harshdeep Kaur,Ik Onkar,song,2002,SUSPEITA,"'Ik Onkar' de Rang De Basanti é 2006, ano 2002 errado; par incerto",,
4277,A.R. Rahman,master_saleem,Ik Onkar,song,2002,SUSPEITA,'Ik Onkar' crédito master_saleem e ano incertos,,
4279,Badshah,aastha_gill,DJ Waley Babu,song,2015,SUSPEITA,"flag near_dup, possível duplicata",,near_dup_pair4609
4280,Badshah,indeep_bakshi,Saturday Saturday,song,2014,SUSPEITA,"'Saturday Saturday' é de Indeep Bakshi com Badshah, crédito plausível mas incerto",,
4281,Badshah,jacqueline_fernandez,Genda Phool,song,2020,SUSPEITA,'Genda Phool' de Badshah; crédito Jacqueline incerto,,
4283,Badshah,prem_hardeep,Kala Chashma,song,2016,SUSPEITA,"'Kala Chashma' crédito prem_hardeep produtor, plausível mas incerto",,
4287,Yo Yo Honey Singh,Neha Kakkar,Waqt Ne Kiya Kya Haseen Sitam,song,2013,SUSPEITA,não confirmo essa faixa de Honey Singh com Neha Kakkar,,
4288,Yo Yo Honey Singh,Sunidhi Chauhan,Waqt Ne Kiya Kya Haseen Sitam,song,2013,SUSPEITA,par e título incertos,,
4290,Yo Yo Honey Singh,Badshah,Makhna,song,2019,SUSPEITA,'Makhna' crédito Badshah incerto,,
4291,Yo Yo Honey Singh,ashok_mastie,Khadke Glassy,song,2021,SUSPEITA,'Khadke Glassy' crédito Ashok Masti incerto,,
4292,Yo Yo Honey Singh,jasbir_jassi,Khadke Glassy,song,2021,SUSPEITA,'Khadke Glassy' crédito Jasbir Jassi incerto,,
4294,kamal_kahlon,param_singh,Daru Badnaam,song,2018,SUSPEITA,"'Daru Badnaam' de Kamal Kahlon e Param Singh, plausível mas incerto",,
4295,Guru Randhawa,millind_gaba,Yaar Mod Do,song,2017,SUSPEITA,"'Yaar Mod Do' Guru Randhawa com Millind Gaba, plausível mas incerto",,
4296,jai_sean,Rishi Rich,Prada,song,2022,SUSPEITA,não confirmo 'Prada' Jay Sean com Rishi Rich,,
4297,jai_sean,Rishi Rich,Down 4 U,song,2020,SUSPEITA,não confirmo 'Down 4 U' Jay Sean com Rishi Rich,,
4300,Panjabi MC,Jay-Z,Beware of the Boys,song,2003,SUSPEITA,"mesmo single com título alternativo, possível duplicata de 4299",,
4305,Hardy Sandhu,B Praak,Hornn Blow,song,2017,SUSPEITA,'Hornn Blow' crédito B Praak produtor plausível mas incerto,,
4306,Hardy Sandhu,B Praak,Naah Goriye,song,2019,SUSPEITA,'Naah Goriye' crédito B Praak incerto,,
4307,Hardy Sandhu,Jaani,Naah Goriye,song,2019,SUSPEITA,'Naah Goriye' crédito Jaani incerto,,
4310,Sidhu Moose Wala,Snoop Dogg,Jatt Da Muqabala,song,2019,SUSPEITA,'Jatt Da Muqabala' é de Sidhu; crédito Snoop Dogg incerto,,
4312,Sidhu Moose Wala,sunny_malton,Swag,song,2018,SUSPEITA,'Swag' crédito Sunny Malton plausível mas incerto,,
4316,Ammy Virk,Mannat Noor,Saun Di Jhadi,song,2018,SUSPEITA,"'Saun Di Jhadi' Ammy Virk com Mannat Noor, plausível mas incerto",,
4318,Jasmine Sandlas,Garry Sandhu,Illegal Weapon,song,2017,SUSPEITA,flag near_dup; 'Illegal Weapon' par incerto,,near_dup_pair4319
4321,Diljit Dosanjh,Badshah,Koke,song,2019,SUSPEITA,Koke existe mas dupla Diljit/Badshah incerta,,
4322,Ammy Virk,sargun_mehta,Gal Sun,song,2020,SUSPEITA,"Sargun Mehta é atriz, par incerto",,
4323,Ammy Virk,gurik_hari,Gal Sun,song,2020,SUSPEITA,colaborador secundário não confirmado,,
4325,Manj Musik,Yo Yo Honey Singh,Billo,song,2016,SUSPEITA,Billo: par Manj/Honey Singh não confirmo,,
4326,Manj Musik,nindy_kaur,Billo,song,2016,SUSPEITA,Nindy Kaur ligada a Manj mas faixa incerta,,
4327,Anirudh Ravichander,haricharan,Swing Zara,song,2015,SUSPEITA,"Swing Zara é telugu/DSP, não Anirudh; par incerto",,
4329,dhanush,Yuvan Shankar Raja,Rowdy Baby,song,2018,SUSPEITA,Rowdy Baby é de Yuvan; crédito incerto,,
4330,Anirudh Ravichander,vivek,Vaathi Coming,song,2021,SUSPEITA,Vaathi Coming de Anirudh; vocalista incerto,,
4333,Ammy Virk,Mannat Noor,Nain Ta Heere,song,2019,SUSPEITA,"Nain Ta Heere é de Guru Randhawa, não Ammy Virk",,
4334,Ammy Virk,B Praak,Nain Ta Heere,song,2019,SUSPEITA,par Ammy Virk/B Praak nessa faixa incerto,,
4335,Diljit Dosanjh,Neha Kakkar,Jatt & Juliet,song,2012,SUSPEITA,"1ºpasse=inválida, web=incerto → rebaixada p/ suspeita: Jatt & Juliet é filme; não dueto Diljit/Neha Kakkar","JioSaavn/Spotify: 'Jatt & Juliet' (2012) é filme/trilha punjabi de Diljit Dosanjh; Neha Kakkar não aparece creditada, sem confirmação clara",
4337,Atif Aslam,Shreya Ghoshal,Tenu Leke Jaunga,song,2012,SUSPEITA,Tenu Leke é de 2007 Salaam-e-Ishq; par/ano incerto,,
4338,Vishal-Shekhar,Armaan Malik,Sun Saathiya,song,2015,SUSPEITA,"Sun Saathiya é de Sachin-Jigar, não Vishal-Shekhar",,
4339,Vishal-Shekhar,shweta_subram,Sun Saathiya,song,2015,SUSPEITA,Sun Saathiya crédito de compositor incerto,,
4340,Armaan Malik,Neha Kakkar,Hua Hain Aaj Pehli Baar,song,2016,SUSPEITA,par Armaan/Neha nessa faixa não confirmo,,
4341,Armaan Malik,Tulsi Kumar,Chura Liya,song,2021,SUSPEITA,Chura Liya recriação; par incerto,,
4342,Armaan Malik,Shreya Ghoshal,Baarish,song,2018,SUSPEITA,Baarish: par Armaan/Shreya incerto,,
4343,Armaan Malik,Vishal-Shekhar,Baarish,song,2018,SUSPEITA,crédito compositor Vishal-Shekhar incerto,,
4344,Raftaar,Manj Musik,Kabootar,song,2014,SUSPEITA,Kabootar: par Raftaar/Manj não confirmo,,
4345,Raftaar,Manj Musik,Black White,song,2015,SUSPEITA,Black White par incerto,,
4346,Raftaar,Manj Musik,Swag Mera Desi,song,2017,SUSPEITA,possível duplicata (near_dup),,near_dup_pair4665
4347,Raftaar,Yo Yo Honey Singh,Dope Shope,song,2012,SUSPEITA,Dope Shope é de Honey Singh/Deep Money; Raftaar incerto,,
4348,Raftaar,Neha Kakkar,Mera Wala Dance,song,2018,SUSPEITA,Mera Wala Dance par/ano incerto,,
4349,Raftaar,divya_khosla_kumar,Aaja Mahi,song,2019,SUSPEITA,Aaja Mahi par incerto,,
4350,Divine,Prabh Deep,One Gal,song,2021,SUSPEITA,One Gal: par Divine/Prabh Deep não confirmo,,
4351,Divine,Seedhe Maut,One Gal,song,2021,SUSPEITA,One Gal com Seedhe Maut incerto,,
4352,Divine,Sez On The Beat,One Gal,song,2021,SUSPEITA,produtor Sez nessa faixa incerto,,
4353,Divine,Stylo G,Mirchi,song,2019,SUSPEITA,Mirchi de Divine; par com Stylo G incerto,,
4354,Divine,mc_altaf,Mirchi,song,2019,SUSPEITA,Mirchi colaborador secundário incerto,,
4355,Divine,phenom,Mirchi,song,2019,SUSPEITA,Mirchi colaborador secundário incerto,,
4356,Divine,Naezy,Gunehgar,song,2019,SUSPEITA,Gunehgar par incerto,,
4359,Divine,mc_shem,Azaadi,song,2018,SUSPEITA,colaborador secundário em Azaadi incerto,,
4360,Divine,Prabh Deep,Farak,song,2021,SUSPEITA,Farak par incerto,,
4361,Emiway Bantai,mkrd,Baazigar,song,2019,SUSPEITA,Baazigar par Emiway/mkrd incerto,,
4362,Emiway Bantai,Ikka,Naiyo Lagda,song,2019,SUSPEITA,Naiyo Lagda par incerto,,
4364,KR$NA,Sez On The Beat,Aao Na,song,2020,SUSPEITA,Aao Na par/produtor incerto,,
4365,Seedhe Maut,Sez On The Beat,Nanchaku,song,2021,SUSPEITA,Nanchaku produzido por Sez incerto,,
4366,Seedhe Maut,Sez On The Beat,Bayaan,album,2021,SUSPEITA,"Bayaan álbum Seedhe Maut com Sez, crédito incerto",,
4368,Hanumankind,Will Smith,1991 (Remix),song,2024,SUSPEITA,1991 Remix com Will Smith: muito improvável,,
4369,Hanumankind,Divine,Vibes Only,song,2022,SUSPEITA,Vibes Only par Hanumankind/Divine incerto,,
4370,Amit Trivedi,Sunidhi Chauhan,Aila Re Aillaa,song,2021,SUSPEITA,Aila Re Aillaa par/compositor incerto,,
4371,Amit Trivedi,Shankar Mahadevan,Aila Re Aillaa,song,2021,SUSPEITA,Aila Re par com Shankar Mahadevan incerto,,
4372,Amit Trivedi,Neha Kakkar,Aankh Marey,song,2018,SUSPEITA,"Aankh Marey recriação de Tanishk, não Amit Trivedi",,
4373,Amit Trivedi,Mika Singh,Aankh Marey,song,2018,SUSPEITA,Aankh Marey crédito incerto,,
4374,Amit Trivedi,Kumar Sanu,Aankh Marey,song,2018,SUSPEITA,Aankh Marey original Kumar Sanu mas par incerto,,
4375,Amit Trivedi,Alka Yagnik,Aankh Marey,song,2018,SUSPEITA,Aankh Marey crédito Alka incerto,,
4377,Arijit Singh,Pritam,Manwa Laage,song,2014,SUSPEITA,"Manwa Laage é de Shankar-Ehsaan-Loy, não Pritam",,
4378,Jubin Nautiyal,nikhita_gandhi,Teri Yaadein,song,2020,SUSPEITA,Teri Yaadein par incerto,,
4379,Jubin Nautiyal,tanishk_bagchi,Lut Gaye,song,2021,SUSPEITA,"Lut Gaye é de Jubin/Tanishk como compositor, crédito incerto",,
4380,Jubin Nautiyal,Tulsi Kumar,Bhoola Tujhe,song,2020,SUSPEITA,Bhoola Tujhe par incerto,,
4381,Jubin Nautiyal,Pritam,Tujhe Kitna Chahein Aur,song,2019,SUSPEITA,Tujhe Kitna Chahein Aur compositor Pritam incerto par,,
4383,Jubin Nautiyal,tanishk_bagchi,Raataan Lambiyan,song,2021,SUSPEITA,Raataan Lambiyan compositor Tanishk crédito incerto,,
4384,Darshan Raval,Neha Kakkar,Tu Aake Dekhle,song,2019,SUSPEITA,Tu Aake Dekhle par incerto,,
4385,Darshan Raval,Asees Kaur,Chogada,song,2018,SUSPEITA,Chogada par Darshan/Asees incerto,,
4386,Darshan Raval,lijo_george_dj_chetas,Chogada,song,2018,SUSPEITA,Chogada colaborador incerto,,
4388,Arijit Singh,Neha Kakkar,Sawan Aaya Hai,song,2014,SUSPEITA,Sawan Aaya Hai é solo Arijit; par com Neha incerto,,
4391,Tony Kakkar,young_desi,Coca Cola Tu,song,2018,SUSPEITA,Coca Cola colaborador young desi incerto,,
4394,Neha Kakkar,Vishal Mishra,Dilbar,song,2018,SUSPEITA,Vishal Mishra em Dilbar incerto,,
4397,King,Arijit Singh,Khaamoshi,song,2023,SUSPEITA,Khaamoshi King com Arijit incerto,,
